name,food_name,Images,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,CarbohydrateContent,ProteinContent,RecipeServings,RecipeInstructions,is_seafood,is_nut,is_lactose
859,Fresh Herb Turkey Breast,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/23/5/picpYYUTw.jpg",PT2H30M,PT10M,PT2H40M,"""turkey breast"", ""lemon juice"", ""olive oil"", ""garlic clove"", ""lemon pepper"", ""carrots"", ""celery"", ""onion""",652.4,31.1,4.5,83.2,6,"""Loosen skin from turkey with fingers, leaving skin attached along bottom edges."", ""In a small bowl, combine 1 T lemon juice, 1 T oil, garlic and lemon pepper."", ""Spread evenly under skin."", ""Combine remaining oil and lemon juice and set aside."", ""Place turkey on rack in roasting pan, with vegetables under cavity of breast."", ""Baste breast with combined oil and lemon juice."", ""Bake uncovered at 350 degrees for about 2 1/2hours or until juices are clear, basting occasionally with juices."", ""Shield loosely with foil, if browning too quickly."", 
""Let stand covered for 10 minutes."", ""Discard vegetables, and make a gravy with juices."")",0,0,0
860,Chilled Cucumber &amp; Yoghurt Soup With Prawns,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/24/5/picYY7RRb.jpg",PT5M,PT30M,PT35M,"""cucumbers"", ""sour cream"", ""Tabasco sauce"", ""of fresh mint"", ""olive oil"", ""sea salt""",163.9,10.7,11.6,6.9,4,"Peel and deseed cucmbers-cut 2 into dice, and blend with the yoghurt, stock, sour cream, Tabasco and mint."", ""Chill until very cold."", ""Peel and deseed the remaining 1/2 cucmber and cut into small thin matchsticks."", ""Chill."", ""Before serving, saute prawns in the oil until they turn pink."", ""Sprinkle with the salt and serve them in the chilled soup immediately."", ""Serve the soup garnished with the strips of cucumber.",0,0,1
861,Greek Feta Bows,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/25/4/picSftqOr.jpg",PT10M,PT5M,PT15M,"""bow tie pasta"", ""medium pasta shells"", ""olive oil"", ""garlic"", ""oregano"", ""feta cheese"", ""cherry tomatoes"", ""fresh parsley""",316.5,16.6,31.1,11.4,4,"Cook pasta for 6- 8 minutes or until tender but firm."", ""Drain and return to pot, reserving 1/2 cup pasta water."", ""Meanwhile, heat oil in large skillet; cook garlic and oregano for about 30 seconds or just until garlic starts to brown."", ""Add garlic mixture to pasta along with feta, tomatoes, parsley and olives; toss to coat, adding enough of the reserved pasta water to moisten.",0,0,1
862,Krispy Kreme Doughnuts,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/26/2/picNWGL66.jpg",PT10M,PT10M,PT20M,"""powdered sugar"", ""cinnamon"", ""sugar""",203.9,9.4,25.8,4.0,8,"Cut out a hole in the center of each biscuit."", ""Deep fry until brown (or fry in skillet), turning doughnuts once."", ""Do not crowd."", ""Drain well on paper towels."", ""Because the biscuit dough has little, if any, sugar, you will want to either roll them in powdered sugar, cinnamon and sugar mix (1/2 powdered sugar and 1/2 granulated sugar with cinnamon to taste), or glaze them (regular or chocolate).",0,0,0
863,Mexican Cornbread,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/32/3/picYuL89j.jpg",PT30M,PT20M,PT50M,"""sugar"", ""eggs"", ""milk""",303.4,19.9,26.2,7.1,16,"Set oven 425F degrees."", ""Put 3 tablespoons each of Crisco, oil or for best results, reserved bacon fat  into two 8-9 inch iron skillets."", ""Place them into the oven as it is pre-heating."", ""Mix all ingredients together and divide batter equally between HOT skillets."", ""Bake for 30 minutes or until brown."", ""Remove from pans to cool."", ""Note: I have made this recipe using only 1/2 cup oil and it turns out just fine.",0,0,1
864,Blueberry Syrup,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/33/8/pic3xDxOz.jpg",PT15M,PT5M,PT20M,"""blueberries"", ""sugar"", ""water"", ""fresh lemon juice""",79.2,0.1,20.4,0.3,10,"Simmer 12 minutes."", ""Cool and bottle.",0,0,0
865,Green Rice,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/37/7/pic5bpsZ4.jpg",PT35M,PT20M,PT55M,"""lite olive oil"", ""green onions"", ""fresh parsley"", ""fresh spinach"", ""long grain rice"", ""salt"", ""pepper""",250.2,5.2,42.9,7.0,16,"Place oil, green onion, parsley, and spinach in a large microproof casserole: Cover and microwave on High 100% power 4-6 minutes."", ""Or until the veggies are softened stirring once during cooking time."", ""Stir in the stock, rice, salt, pepper."", ""Cover and microwave on high 100% power 20-25 minutes or until the rice is softened."", ""Stir at least once during cooking time."", ""Let stand, covered for 5 minutes to allow all the moisture to be absorbed."", ""Garnish with red pepper.",0,0,0
866,Sour Cream Shrimp Curry,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/48/7/pic35c7lo.jpg",PT15M,PT15M,PT30M,"""butter"", ""green onion"", ""green bell pepper"", ""garlic"", ""mushrooms"", ""curry powder"", ""Worcestershire sauce"", ""dry mustard"", ""sour cream"", ""shrimp""",154.9,12.5,3.4,8.1,16,"""Place the butter, green onion, green pepper and garlic in a large microproof dish, cover and microwave on high 100% power for 2 minutes."", ""Stir in the mushrooms, curry,salt& pepper, worcestershire& dry mustard."", ""Cover and microwave on high 100% power for 4-6 minutes until the mushrooms are soft, stir half way through the cooking time."", ""Stir in the sour cream& shrimp microwave on medium 50% power 3-5 minutes until heated through, stir once during cooking time."", ""Serve with Toasted almonds on top."", 
""NB: You can make this dish ahead and reheat using Medium 50% power."")",1,0,1
867,Mocha,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/49/7/pic2oUObe.jpg",PT1M,PT3M,PT4M,"""nonfat milk"", ""brewed coffee"", ""vanilla extract"", ""Sweet 'n Low""",161.2,1.5,30.9,5.4,1,"Mix hot chocolate mix and milk together in microwave safe mug."", ""Microwave on high for 30 seconds, stir, then microwave on high for an additional 30 seconds."", ""Add fresh brewed coffee and stir until blended."", ""Add vanilla and mapleine extracts, sweetener, and half and half."", ""Stir and enjoy.",0,0,1
868,FRIED Potatoes,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/51/6/pic86SLvU.jpg",PT10M,PT10M,PT20M,"""potatoes"", ""butter"", ""onion""",308.5,6.1,58.6,6.8,4,"Peel and slice potatoes."", ""Heat fat in a large skillet until hot."", ""Add sliced potatoes."", ""Fry well, turn occasionally until nice and brown."", ""Add onion, fry few minutes more."", ""Salt and pepper.",0,0,1
869,Mary's Zucchini Bread,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/52/4/picMLmATZ.jpg",PT1H,PT20M,PT1H20M,"""eggs"", ""zucchini"", ""vanilla extract"", ""sugar"", ""flour"", ""cinnamon"", ""baking soda"", ""salt"", ""baking powder""",231.2,11.3,30.0,3.0,24,"Place eggs, oil, zucchini and vanilla extract in blender and puree."", ""Sift together sugar, flour, baking soda, salt and baking powder and cinnamon."", ""Pour liquid ingredients into dry and mix."", ""Add nuts."", ""Divide batter into two loaf pans."", ""Bake at 325F degrees for 1 hour.",0,0,0
870,Smartie Cookies,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/52/7/picIHwxNi.jpg",PT10M,PT20M,PT30M,"""margarine"", ""brown sugar"", ""white sugar"", ""vanilla"", ""eggs"", ""flour"", ""baking soda"", ""salt""",79.4,2.8,12.6,0.9,60,"Cream together margarine and both sugars until smooth."", ""Add vanilla; mix well."", ""Add eggs, one at a time, stirring well after each addition."", ""Mix flour, baking soda and salt together; gradually add to the creamed mixture."", ""Stir in Smarties."", ""Drop by rounded teaspoonful onto baking sheet."", ""Bake at 350°F for 9-11 minutes until golden brown.",0,0,0
871,Tiger Waffles,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/56/2/picH7nPpE.jpg",PT5M,PT5M,PT10M,"""water"", ""margarine""",642.8,23.8,92.7,13.2,1,"""Change the angle on the George Foreman meat cooking grill so it is level not tilted any more (I used the small George Foreman grill-- the one that cooks approximately 4 hamburgers)."", ""Use the spare legs or the drain tray upside down or similar method."", ""Preheat the grill 5 minutes--use a timer."", ""Combine all ingredients except the margarine or pam like spray."", ""Grease both sides of the grill lightly with margarine (do not use butter in the grill--it will burn black and smoke)."", ""Pour the entire batter gently into the grill; smooth carefully."", 
""Close the grill."", ""Wait a minute more or less until steaming slows down or stops."", ""Open the grill and test with a toothpick to see if done.  If not done, close grill 10 to 30 seconds more."", ""Open the grill and remove the tiger waffle."", ""It will have golden brown and dark brown tiger stripes and be like a Belgian waffle but also a new taste and texture very moist."", ""Good with syrup or hot fruit sauces or as part of a meal instead of potatoes or rice, pasta you know with a gravy or cream sauce.""
)",0,0,0
872,Broccoli Potato Kugel,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/56/9/picujPkAK.jpg",PT2H,PT10M,PT2H10M,"""potatoes"", ""broccoli"", ""milk"", ""eggs"", ""cheddar cheese""",276.2,4.7,48.9,12.0,6,"Peel potatoes and cut in half."", ""Boil until almost soft enough to mash."", ""Add broccoli florets and boil until somewhat soft."", ""Drain everything and mash well."", ""Add milk and mix well."", ""It will be somewhat soupy."", ""Add beaten eggs and matzo."", ""Place in a greased casserole dish, top with grated cheese, and bake 1 hour at 350 degrees F.",0,0,1
873,Grilled Corn-Sweet Onion Salad,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/59/3/picB9sP7D.jpg",PT10M,PT30M,PT40M,"""corn"", ""olive oil"", ""sherry wine vinegar"", ""Dijon mustard"", ""garlic"", ""red bell peppers"", ""plum tomatoes"", ""chives""",317.8,16.4,43.0,7.1,8,"Preheat grill."", ""Brush the blanched corn with oil and season with salt and pepper to taste."", ""Grill until slightly charred on all sides, about 2 minutes."", ""With a sharp knife, scrape the kernels into a medium bowl."", ""Combine the vinegar, mustard, and garlic in a large bowl and slowly whisk in the remaining 1/2 cup of olive oil until emulsified."", ""Add the corn kernels, bell peppers, onion, tomatoes, jalapeno, and chives."", ""Toss to coat with the dressing."", ""Season with salt and pepper.",0,0,0
874,Spiced Cod Fillet on the Grill,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/59/7/picJhG7A5.jpg",PT6M,PT10M,PT16M,"""cod"", ""cumin"", ""cayenne"", ""salt"", ""black pepper"", ""spicy brown mustard"", ""butter"", ""lemon""",224.3,4.9,2.5,41.0,4,"""Dust cod with cumin, salt, pepper and cayenne."", ""Spread mustard over fish."", ""If grilling use the butter to baste, this of course means you'll need to melt the butter."", ""Grill for about 3 minutes per side."", ""You could alternatively broil for 3-4 minutes per side in the oven."", ""In this case, place the fish on a broiling pan and dot each fillet with butter before putting it in the oven (on broil)."", ""Either way the fish flesh will be white, firm and flake easily with a fork when done."", ""Serve with lemon wedges.""
)",0,0,1
875,Butter Tarts,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/61/6/picEjAKeT.jpg",PT20M,PT15M,PT35M,"""brown sugar"", ""corn syrup"", ""butter"", ""egg"", ""cinnamon"", ""raisins"", ""walnuts"", ""pecans""",123.1,4.2,20.1,2.3,24,"Combine all the above ingredients."", ""Fill tarts shells 2/3 full."", ""Bake at 375* for 18 minutes.",0,1,1
876,Spanish Beef Stew,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/61/8/picYUUWXn.jpg",PT4H,PT45M,PT4H45M,"""beef flank steak"", ""onion"", ""carrot"", ""bay leaf"", ""salt"", ""olive oil"", ""onion"", ""red bell pepper"", ""green pepper"", ""garlic"", ""cinnamon"", ""tomatoes""",349.3,15.7,12.5,38.4,6,"""Cut steak into thirds."", ""In a Dutch oven, heat steak, chopped onion, carrot, bay leaf, 1 tsp."", ""Salt and 5 cups water to boiling over high heat."", ""Reduce heat to low; cover and simmer 3 hours, until meat is very tender."", ""Remove from heat, remove cover and let stand for 30 minutes."", ""(Or, cover and refrigerate overnight.) In a skillet, heat olive oil over medium heat."", ""Add slice onion, peppers, and remaining 1 tsp."", ""Salt cook, stirring often, for 15 minutes or until vegetables are tender."", 
""Stir in garlic, chiles, and cinnamon and cook 30 seconds."", ""Stir in tomatoes with juice; cook 5 minutes."", ""Remove beef to bowl; strain broth."", ""Reserve 2 cups broth."", ""(Save remaining broth for another day) With 2 forks, shred beef into fine strips."", ""Stir reserved broth and shredded meat into pepper mixture and simmer, uncovered, stirring occasionally, for 10 minutes."")",0,0,0
877,Super Simple Scrumpcious Sloppy Joes,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/63/5/picqbZiQU.jpg",PT15M,PT15M,PT30M,"""ground beef"", ""onion"", ""celery ribs"", ""ketchup"", ""yellow mustard"", ""condensed chicken gumbo soup"", ""hamburger""",242.5,12.8,14.2,17.3,6,"Brown beef, drain and sprinkle with salt and pepper."", ""Add onions and celery and cook until onions are clear."", ""Add remaining ingredients and stir until hot."", ""Add more mustard to suit your taste."", ""Serve on buns."", ""Enjoy!",0,0,0
878,Blueberry Muffins,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/65/6/picjjp7Tc.jpg",PT15M,PT15M,PT30M,"""flour"", ""sugar"", ""baking powder"", ""salt"", ""lemon, rind of"", ""egg"", ""milk"", ""butter"", ""fresh blueberries"", ""butter"", ""white sugar""",286.4,16.8,31.4,3.6,12,"Mix flour, sugar, Baking powder, salt and lemon rind into a large bowl."", ""Beat egg in a med sized bowl, add milk and butter."", ""Add egg mixture to dry ingredients."", ""Stir until just mixed."", ""Batter will be lumpy."", ""Stir in blueberries."", ""Fill pans and bake at 425 for 15 minutes."", ""Take slightly cooled muffins and dunk tops into butter and then the sugar.",0,0,1
879,Glazed Carrots For Two,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/68/4/picemgBtI.jpg",PT7M,PT5M,PT12M,"""brown sugar"", ""cornstarch"", ""ground cinnamon"", ""carrots"", ""butter"", ""margarine""",166.8,6.1,28.4,1.3,2,"""In a 3-cup casserole dish that's microwave-safe, whisk together the sugar, cornstarch and cinnamon; whisk in orange juice."", ""Add carrots and stir."", ""Dot with butter."", ""Cover dish with vented plastic wrap and microwave on High for 3 minutes."", ""Partially remove plastic and stir carrots."", ""Put plastic wrap back in place and microwave on High until carrots are crisp-tender, 2 to 4 minutes longer (depending on the power of your microwave)."", ""This recipe can be cut in half to serve one, but cooking time will be shorter.""
)",0,0,1
880,Grilled Honey-Mustard Chops,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/72/8/picuLAC3L.jpg",PT15M,PT5M,PT20M,"""honey"", ""yellow mustard"", ""pepper""",385.4,19.9,35.0,18.1,4,"Mix honey, mustard, and pepper."", ""Cook chops 4-5 in from heat 15 minutes, turning occ."", ""Continue cooking and basting with sauce another 6-8 minutes until chops are done.",0,0,0
881,Crisp Onion-Roasted Potatoes,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/73/9/picIv3WFY.jpg",PT1H,PT15M,PT1H15M,"""lite olive oil"", ""butter"", ""margarine"", ""thyme"", ""marjoram"", ""potatoes""",212.4,13.0,22.4,2.7,8,"Heat oven to 450F degrees."", ""In a shallow baking dish mix all the ingredients except the potatoes, thoroughly blend the spices oil etc."", ""Add potatoes and turn to coat all sides."", ""Bake stirring the potatoes occasionally for about 1 hour or until the potatoes are tender and golden.",0,0,1
882,Scottish Raspberry Buns,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/74/4/picaSJlzH.jpg",PT15M,PT45M,PT1H,"""self-raising flour"", ""margarine"", ""caster sugar"", ""egg"", ""milk"", ""caster sugar""",112.3,5.5,14.2,1.6,18,"""Set oven to 425°F or Mark 7."", ""Grease and flour baking sheets."", ""Sift the flour into a bowl and rub in the margarine."", ""Add the sugar and the beaten egg with enough milk to make a fairly stiff consistency."", ""Divide the mixture into about walnut-size balls and place on baking sheet, allowing space for them to spread slightly during cooking."", ""Make a small hole in the centre of each bal1 and spoon in a little raspberry jam."", ""Pinch the edges together again."", ""Dust lightly with caster sugar."", 
""Bake for 10 minutes then reduce heat to 350°F or Mark 4 and bake for a further 5 minutes."", ""The buns should be light golden in colour."", ""Cool on a wire rack."", ""Store in an airtight container at room temperature."")",0,0,1
883,Emeril Lagasse's Barbecued Pulled Pork Sandwiches,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/76/3/picgcs7oK.jpg",PT7H,PT5H,PT12H,"""dark brown sugar"", ""salt"", ""cumin"", ""paprika"", ""fresh ground pepper"", ""cayenne"", ""white vinegar"", ""apple cider vinegar"", ""dark brown sugar"", ""red pepper flakes"", ""cracked black pepper"", ""apple cider vinegar"", ""ketchup"", ""dark brown sugar"", ""yellow mustard"", ""molasses"", ""salt"", ""crushed red pepper flakes""",241.0,3.6,44.3,6.4,8,"""Wet Mop Basting Sauce: The night before you cook the pork, combine all the ingredients in a large bowl and whisk well."", ""Refrigerate and let the flavors blend overnight."", ""Barbecued Pulled Pork: Place the pork in a baking dish."", ""In a bowl, combine the spices."", ""Rub the seasoning evenly over the pork to coat."", ""Cover with plastic and refrigerate at least 4 hours or overnight."", ""Preheat oven or smoker to 225 degrees F."", ""Bring the pork to room temperature and place in a roasting pan, fat side up."", 
""Slow cook in the oven, basting with the Wet Mop Basting Sauce every 45 minutes, until tender and the internal temperature reaches 160 degrees F."", ""(The cooking should take about 6- 7 hours.) Remove from the oven and let rest for 20 minutes."", ""With a knife and fork, pull the meat apart into small slices of chunks."", ""Toss with the barbecue sauce, to taste, and divide among the buns."", ""Top with Emeril's cole slaw."", ""Barbecue Sauce: In a bowl, combine all the ingredients and whisk well to dissolve the sugar."", 
""Place in a squeeze bottle and dress the pulled pork to taste."")",0,0,0
884,Lemon Thyme Chicken Crunch,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/77/3/picSktjZ6.jpg",PT1H,PT15M,PT1H15M,"""water"", ""lemon juice"", ""dried thyme"", ""basil leaves"", ""paprika"", ""chicken breast halves""",265.4,12.1,18.9,19.4,4,"In small bowl mix soup, water, lemon juice and thyme."", ""Mix bread crumbs and paprika on a plate."", ""Dip chicken into 1/2 cup soup mixture."", ""Coat with bread crumb mixture."", ""Place chicken on baking sheet."", ""Spray chicken with cooking spray."", ""Bake at 375 F for 1 hour or until chicken is no longer pink."", ""Heat remaining soup mixture."", ""Serve with chicken.",0,0,0
885,Bombay Beans And Chicken,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/80/8/picmztp1C.jpg",PT30M,PT20M,PT50M,"""diced tomatoes"", ""kidney beans"", ""garlic"", ""onions"", ""ground cumin"", ""salt"", ""fresh ground pepper"", ""cilantro"", ""boneless skinless chicken breasts"", ""curry powder"", ""cooked rice"", ""sour cream"", ""plain yogurt""",709.7,20.4,89.1,42.1,6,"""Heat 2 Tbsp of vegetable oil in large frying pan."", ""Stir in chopped garlic, cumin and onions."", ""Cook for 5 minutes over medium heat."", ""Stir in kidney beans and diced tomatoes."", ""Cook over medium heat for 5 to 10 minutes, stirring occasionally."", ""Season to taste with salt and pepper."", ""Stir in chopped cilantro."", ""Keep warm."", ""Brush chicken breasts with remaining 2 Tbsp oil, sprinkle with curry powder, salt and pepper."", ""Grill under broiler, turning occasionally, until no longer pink inside (about 20 minutes)."", 
""Slice chicken breasts and serve over rice, topped with kidney bean-tomato mixture."", ""Add dollop of sour cream on each serving."", ""Garnish with cilantro sprigs."")",0,0,1
886,Authentic Italian Spaghetti Sauce,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/82/9/VodPqZRLS2ynDpslsujP-IMG_139658337305488.jpeg",PT35M,PT30M,PT1H5M,"""fresh tomatoes"", ""olive oil"", ""fresh garlic"", ""fresh basil"", ""salt"", ""fresh ground black pepper"", ""crushed red pepper flakes""",210.8,18.6,11.2,2.5,6,"To cook sauce, heat olive oil over medium heat in a large iron skillet or heavy saucepan."", ""Add garlic and cook until tender."", ""Add fresh tomatoes and cook until heated through."", ""Stir in basil, crushed red pepper, black pepper and salt."", ""Serve sauce over cooked spaghetti or other italian pasta and top with parmesan cheese.",0,0,0
887,Italian Ricotta Tomato Pie,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/90/8/22908.jpg",PT20M,PT15M,PT35M,"""baking mix"", ""garlic powder"", ""black pepper"", ""hot water"", ""ricotta cheese"", ""garlic"", ""parmesan cheese"", ""mozzarella cheese"", ""tomatoes"", ""dried basil"", ""dried oregano"", ""olive oil""",425.1,23.1,34.4,19.8,4,"""For crust, stir together baking mix, garlic powder, pepper and hot water until it becomes a dough then knead it with your hands for a few minutes on a floured board."", ""Press, pat and coax dough out on regular size greased baking sheet (I cover my baking sheet with foil and then spray the foil with Pam)."", ""Set aside."", ""Slice tomatoes then take the ends and the parts you couldn't get a good slice of and dice them."", ""Set aside."", ""In a small bowl, mix ricotta with garlic and parmesan."", ""Carefully spread dough with ricotta mixture, leaving a 1/2 inch edge."", 
""Top with mozzarella cheese."", ""Place tomato slices and then diced tomatoes."", ""Sprinkle with basil and oregano and then drizzle with oil."", ""Moisten the edges of the dough with water and fold up to form a small crust."", ""Bake at 400 for 15 to 20 minutes."", ""Enjoy!"")",0,0,1
888,Curried Chicken Chutney Salad,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/92/0/picbGSI0s.jpg",PT20M,PT5M,PT25M,"""skinless chicken breasts"", ""chicken broth"", ""chutney"", ""granny smith apple"", ""walnuts"", ""mayonnaise"", ""sour cream"", ""curry powder"", ""fresh lemon juice"", ""scallion""",302.1,14.4,6.8,35.9,6,"Cook chicken breasts in chicken broth on stovetop until tender."", ""Remove chicken from broth, cool and cut into cubes."", ""In a large bowl, mix all the ingredients together."", ""Chill and serve.",0,1,1
889,Little Cheddar Meatloaves,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/96/7/picq4oKXl.jpg",PT45M,PT20M,PT1H5M,"""egg"", ""milk"", ""cheddar cheese"", ""quick-cooking oats"", ""onion"", ""salt"", ""hamburger"", ""ketchup"", ""brown sugar"", ""mustard""",284.2,13.0,24.2,18.0,8,"Beat together egg and milk; stir in cheese, oats, onion and salt."", ""Add hamburger and mix well."", ""Shape into 8 loaves and place in a greased 13x9 pan."", ""Combine ketchup, brown sugar and mustard; spoon over loaves."", ""Bake uncovered at 350°F for 45 minutes or until meat is no longer pink.",0,0,1
890,Garbanzo Bean Soup,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/97/3/8mIomlPqQ7mzr1rdpCO2_DSC00011.JPG",PT4H,PT20M,PT4H20M,"""garbanzo beans"", ""whole tomatoes"", ""white potatoes"", ""green pepper"", ""bacon"", ""ham"", ""oregano"", ""parsley"", ""sweet basil"", ""chili powder"", ""bay leaves"", ""salt"", ""pepper""",547.1,29.1,49.6,22.4,8,"Put everything into a large pot and cook for 4 or 5 hours."", ""Water can be added as needed.",0,0,0
891,Chipotle Oven Fried Chicken,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/98/1/pict1pehA.jpg",PT50M,PT1H,PT1H50M,"""chipotle chiles in adobo"", ""mayonnaise"", ""chicken drumsticks"", ""chicken breasts"", ""cayenne pepper""",527.1,21.9,29.2,49.7,6,"""Using a food processor, blend together the chipotle chile, mayo, salt and pepper until the mixture is smooth."", ""In a baking dish arrange chicken in one layer and coat coat with entire mayo mixture."", ""Chill the chicken covered for at least 1 hour or overnight."", ""Using a large bowl, combine bread crumbs, cayenne pepper, salt and pepper."", ""Then coat each piece of chicken with the mixture."", ""Place chicken on roasting racks and bake them at 425 in the oven."", ""(turning them one time) for thirty minutes."", 
""Reduce the temperature to 375 and bake for 15 minutes more, or until it is cooked."")",0,0,0
892,Soused Mushrooms,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/98/6/picURkkvJ.jpg",PT1H30M,PT10M,PT1H40M,"""button mushrooms"", ""extra virgin olive oil"", ""cider vinegar"", ""bay leaf"", ""peppercorns"", ""fresh parsley""",11.6,0.2,1.7,1.6,4,"""Place the mushrooms in a skillet and add just enough olive oil to coat them all."", ""Fry them over very low heat until they are just tender."", ""Transfer them to an oven-proof dish and pour in just enough cider vinegar to come half-way up the <U+0091>shrooms."", ""Add the bayleaf and peppercorns."", ""Cook in a slow oven (approximately 300° Fahrenheit) for 1 hour."", ""Chill the mushrooms."", ""Roll them in finely chopped parsley and serve them on cocktail sticks in Bloody Marys or with chilled tomato juice, or serve them any other way as the mood strikes.""
)",0,0,0
893,Breaded Southern Fried Pork Chops,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/00/3/picpfvjAd.jpg",PT20M,PT15M,PT35M,"""flour"", ""salt"", ""pepper"", ""chicken bouillon cube""",433.1,28.2,18.2,25.1,4,"Mix flour, salt, pepper, and boullion cube."", ""Heat oil on med-hi in large skillet."", ""Roll chops in flour mixture."", ""Add to hot skillet."", ""Cook and turn for 20 minutes, until chops are done and golden brown.",0,0,0
894,Homemade Croutons,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/02/0/picfpsOIS.jpg",PT10M,PT10M,PT20M,"""garlic cloves"", ""olive oil""",99.4,2.7,15.8,2.7,15,"Rub the crust all over with the garlic cloves."", ""Cut the bread in 1/2 inch slices."", ""Sprinkle one side with the olive oil."", ""Place the slices on a baking sheet."", ""Place under broiler until they are golden."", ""Turn and brown the other side."", ""While warm cut into dice.",0,0,0
895,Oregano Chicken & Vegetables,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/02/1/picyBssay.jpg",PT30M,PT40M,PT1H10M,"""chicken piece"", ""salt"", ""black pepper"", ""garlic"", ""lemon"", ""tomatoes"", ""pitted ripe olives"", ""onion"", ""fresh parsley"", ""fresh oregano"", ""dried oregano"", ""dry white wine"", ""chicken broth"", ""chicken broth""",231.3,12.0,12.1,15.8,4,"""Sprinkle chicken with salt and pepper."", ""Lightly coat a nonstick skillet with nonstick cooking spray."", ""Cook chicken over medium heat about 15 minutes or until light brown, turning once, reduce heat."", ""Place the garlic, half of the lemon slices, half of the tomato, the olives, onion, parsley and oregano over chicken pieces in the skillet."", ""Sprinkle with ground red pepper."", ""Add the wine and the cup broth."", ""Simmer, covered, for 15 minutes."", ""Add the remaining tomato and the sweet peppers."", 
""Cook, uncovered for 5 to 10 minutes more or until sweet peppers are crisp-tender and chicken is tender and no longer pink."", ""Transfer the chicken and vegetables to a platter."", ""Garnish with remaining lemon slices."")",0,0,0
